Book_Id,ISBN,My_Rating,Date_Read,Date_Added,Bookshelves,Exclusive_Shelf,My_Review,Spoiler,Private_Notes,Read_Count,Original_Purchase_Date
6461017,,3,5/01/2012,1/01/2012,kindle,read,,,,1,
9285290,,4,17/01/2012,10/01/2012,kindle,read,,,,1,
6421982,,2,19/11/2011,28/10/2011,"kindle, owned",read,,,,1,
8133190,,4,,14/06/2010,"owned, kindle",read,,,,1,
5060755,,3,22/08/2011,20/08/2011,kindle,read,,,,1,
8139820,,5,15/10/2011,3/10/2011,kindle,read,,,,1,
1384253,2007118,4,,31/12/2011,library,read,,,,1,
140974,812550293,3,,28/01/2012,owned,read,,,,1,
13890,812550285,3,,28/01/2012,owned,read,,,,1,
13895,1857232097,4,,28/01/2012,owned,read,,,,1,
35231,812513754,4,,28/01/2012,owned,read,,,,1,
228665,812511816,4,,28/01/2012,owned,read,,,,1,
9539,812513738,4,,28/01/2012,owned,read,,,,1,
34897,765305119,4,,28/01/2012,owned,read,,,,1,
233649,812517725,4,,28/01/2012,owned,read,,,,1,
79885,739465511,4,,28/01/2012,kindle,read,,,,1,
61666,2266079999,4,,11/01/2012,library,read,,,,1,
40440,743298020,4,,11/01/2012,owned,read,,,,1,
5064,,4,,10/01/2012,library,read,,,,1,
3805,1841156736,4,,10/01/2012,owned,read,,,,1,
37435,142001740,4,,10/01/2012,borrowed,read,,,,1,
10959,1857993284,4,,10/01/2012,library,read,,,,1,
6867,038572179X,4,,10/01/2012,library,read,,,,1,
656,192833987,4,,10/01/2012,owned,read,,,,1,
5297,375751513,4,,10/01/2012,library,read,,,,1,
5043,451207149,4,,10/01/2012,owned,read,,,,1,
6713625,752889516,4,11/01/2012,5/01/2012,kindle,read,"I like Malcolm Fox, Rankin's successor to Rebus.  He's almost the exact opposite and will never find himself in the positions Rebus did.  I'm looking forward to the next in the series.",,,1,
19413,743260228,3,,31/12/2011,library,read,,,,1,
81551,743260198,4,,31/12/2011,library,read,,,,1,
829139,340824425,4,,31/12/2011,owned,read,,,,1,
4965,142001430,4,,31/12/2011,library,read,,,,1,
13530,385483732,4,,31/12/2011,library,read,,,,1,
49703,074326021X,4,,31/12/2011,library,read,,,,1,
12708144,732292883,4,28/12/2011,24/12/2011,library,read,Great to know Darrell's story at last - I thought the whole thing was very badly handled and now I'm convinced of it.  The administration of cricket is not in good hands.,,,1,
11253741,7285965,3,25/12/2011,19/12/2011,library,read,,,,1,
397882,143002910,3,22/12/2011,17/12/2011,library,read,,,,1,
11444307,1877008729,4,16/12/2011,11/12/2011,library,read,,,,1,
12196050,1408800861,3,,29/07/2011,library,read,,,,1,
481774,788789813,5,,26/07/2011,owned,read,,,,1,
5290996,1921520914,4,1/04/2011,24/06/2011,library,read,,,,1,
1938876,1847241050,4,,26/07/2011,library,read,,,,1,
1134743,374116938,4,1/03/2011,24/06/2011,library,read,,,,1,
1967222,99492369,4,,26/07/2011,library,read,,,,1,
7797909,,4,1/02/2011,24/06/2011,borrowed,read,,,,1,
4395,,4,,26/07/2011,library,read,,,,1,
2505333,7241593,4,,26/07/2011,library,read,,,,1,
5901042,307473465,4,,26/07/2011,library,read,,,,1,
507992,312969139,4,,26/07/2011,"library, owned",read,,,,1,
77491,312966652,4,,26/07/2011,owned,read,,,,1,
77523,590353403,4,,26/07/2011,owned,read,,,,1,
2314605,1847441777,3,1/01/2011,24/06/2011,library,read,,,,1,
268602,399151575,3,7/08/2011,4/08/2011,library,read,,,,1,
5957702,743294394,4,1/06/2011,24/06/2011,library,read,,,,1,
2095583,743294386,4,8/07/2011,7/07/2011,library,read,,,,1,
1672224,1841494585,3,,26/07/2011,library,read,,,,1,
2015383,752888196,4,,26/07/2011,owned,read,,,,1,
450695,732270235,3,,26/07/2011,library,read,,,,1,
904488,316608491,4,,26/07/2011,"library, owned",read,,,,1,
800777,752873105,4,,26/07/2011,library,read,,,,1,
84950,60747595,3,,26/07/2011,library,read,,,,1,
770731,312974205,4,,26/07/2011,owned,read,,,,1,
450696,60899069,3,,26/07/2011,library,read,,,,1,
634416,752877275,4,,26/07/2011,owned,read,,,,1,
634410,312958781,4,,26/07/2011,"owned, library",read,,,,1,
511993,312960948,4,,26/07/2011,owned,read,,,,1,
205650,752865633,4,,26/07/2011,"library, owned",read,,,,1,
205262,312965141,4,,26/07/2011,owned,read,,,,1,
77490,312963971,4,,26/07/2011,library,read,,,,1,
77489,312976755,4,,26/07/2011,owned,read,,,,1,
69807,312977891,4,,26/07/2011,owned,read,,,,1,
69805,316159182,4,,26/07/2011,owned,read,,,,1,
69804,312982402,4,,26/07/2011,"library, owned",read,,,,1,
69800,316057576,4,,26/07/2011,"library, owned",read,,,,1,
68768,312966776,4,,26/07/2011,"library, owned",read,,,,1,
7104709,312354355,3,,29/07/2011,library,read,,,,1,
14050,965818675,4,,13/06/2010,owned,read,,,,1,
1569034,1740937325,3,,26/07/2011,library,read,,,,1,
374923,330273574,3,,26/07/2011,library,read,,,,1,
1835639,1841494593,3,,26/07/2011,library,read,,,,1,
305234,61214655,3,,26/07/2011,owned,read,,,,1,
450694,60747617,3,,26/07/2011,library,read,,,,1,
437289,60899050,3,,26/07/2011,library,read,,,,1,
450692,60747579,3,,26/07/2011,library,read,,,,1,
9054588,1921518227,3,1/05/2011,24/06/2011,library,read,,,,1,
82441,140296700,3,,26/07/2011,library,read,,,,1,
6786313,1439177473,3,,26/07/2011,library,read,,,,1,
4703450,7273746,2,1/01/2011,25/06/2011,kindle,read,,,,1,
3281831,1565849949,4,,26/07/2011,library,read,,,,1,
7246,057120175X,4,24/06/2010,10/07/2010,library,read,,,,1,
889669,345413881,3,,26/07/2011,library,read,,,,1,
983272,752865455,2,,26/07/2011,library,read,,,,1,
657680,752843427,2,,26/07/2011,library,read,,,,1,
6424358,033045241X,3,,26/07/2011,library,read,,,,1,
1214422,60757647,2,,26/07/2011,owned,read,,,,1,
515814,553582445,4,,26/07/2011,owned,read,,,,1,
77198,553573411,4,,26/07/2011,owned,read,,,,1,
45111,60757620,2,,26/07/2011,owned,read,,,,1,
45101,6498868,3,,26/07/2011,owned,read,,,,1,
45100,000649885X,3,,26/07/2011,owned,read,,,,1,
456123,1741147093,4,,26/07/2011,library,read,,,,1,
6193821,039915597X,3,1/06/2011,24/06/2011,library,read,,,,1,
28662,586203796,5,,18/09/2011,owned,read,,,,1,
43907,586074813,5,,18/09/2011,owned,read,,,,1,
2152,452286530,4,,26/07/2011,library,read,,,,1,
1237508,246133287,5,,18/09/2011,owned,read,,,,1,
1017106,6480268,5,,18/09/2011,owned,read,,,,1,
827028,6483356,5,,18/09/2011,owned,read,,,,1,
761340,586071407,5,,18/09/2011,owned,read,,,,1,
92916,6483488,5,,18/09/2011,owned,read,,,,1,
43917,6497012,5,,18/09/2011,owned,read,,,,1,
13816,6483909,5,,18/09/2011,owned,read,,,,1,
210196,756401321,4,,26/07/2011,owned,read,,,,1,
202039,886777712,4,,26/07/2011,owned,read,,,,1,
5545382,184737526X,2,1/01/2011,24/06/2011,library,read,,,,1,
6421824,385616066,3,,26/07/2011,library,read,,,,1,
34295,307265781,4,,26/07/2011,library,read,,,,1,
7084337,014180002X,4,,26/07/2011,kindle,read,,,,1,
3835819,330423754,3,,29/07/2011,library,read,,,,1,
208729,,4,,26/07/2011,owned,read,,,,1,
76757,038072023X,4,,26/07/2011,kindle,read,,,,1,
6578507,143145444,5,,29/07/2011,library,read,,,,1,
1759481,61341428,4,,26/07/2011,library,read,,,,1,
3422517,1582882851,3,,26/07/2011,library,read,,,,1,
1951125,097915930X,4,,26/07/2011,library,read,,,,1,
398199,375759174,4,,26/07/2011,owned,read,,,,1,
45032,141439807,4,,26/07/2011,owned,read,,,,1,
6969,141439580,4,,26/07/2011,owned,read,,,,1,
2156,192802631,4,,26/07/2011,owned,read,,,,1,
395953,6498876,4,,26/07/2011,owned,read,,,,1,
864695,99664313,3,11/12/2011,2/09/2011,owned,read,,,,1,
9292449,,4,28/11/2011,19/11/2011,kindle,read,,,,1,
6185,393978893,5,,24/11/2011,owned,read,,,,1,
252577,7205236,5,,24/11/2011,borrowed,read,,,,1,
33,,5,,24/11/2011,owned,read,,,,1,
5659,143039091,5,,24/11/2011,owned,read,,,,1,
9549848,1426707649,2,21/10/2011,24/10/2011,kindle,read,,,,1,
76765,380715740,4,17/10/2011,16/10/2011,kindle,read,,,,1,
78129,515141429,4,2/10/2011,2/10/2011,kindle,read,,,,1,
3617172,1847440754,4,27/09/2011,2/09/2011,library,read,,,,1,
10910,743422449,2,18/09/2011,13/09/2011,library,read,"This is the only one of Jodi Picoult's books I've read that didn't have that twist in the tail.  It took me a while to decide that it was worth finishing because I didn't really care about the characters for quite a way into it, however I did finish and thought it was OK, not really her usual standard though.  It is one of her early ones so maybe that accounts for those things.  <br/>Having said that, it still addressed an issue that many people think about - is euthanasia a good thing or not?  Is it all right to ask someone to kill you?  What about the consequences?",,,1,
2135032,91796253,4,12/09/2011,2/09/2011,library,read,,,,1,
6015693,141037695,4,,2/09/2011,owned,read,,,,1,
300985,586058281,5,,2/09/2011,owned,read,,,,1,
775327,670896365,4,5/09/2011,2/09/2011,library,read,"I really enjoyed this book, about Henry Evans who goes to a seaside village in England looking for a girl he met twenty years ago in India and finds a bit of a mystery!  Interesting story and the characters are well developed too.  ",,,1,
407839,732278414,3,30/08/2011,23/08/2011,owned,read,"It took a while to get into this book, perhaps I didn't really warm to Mr March.  It's a long time since I read Little Women and maybe I need to revisit it to refresh my memories of the March family.  I always pictured Marmee as a very gentle woman but she has very different overtones in this book.",,,1,
8755555,307593495,4,15/08/2011,10/08/2011,library,read,"Very sad that this is the last Wallander book.  I wonder if Mankell got tired of him, as Doyle did with Sherlock Holmes?  Agatha Christie actually hated Poirot, I believe!  It was a particularly sad book as Wallander faced his aging and periods of blackout while dealing with the disappearance of the parents of his daughter's partner.",,,1,
76769,380763656,4,,26/07/2011,kindle,read,,,,1,
12232938,316166685,4,,13/06/2010,owned,read,,,,1,
402731,60840897,4,,6/08/2011,kindle,read,,,,1,
45106,60757639,2,,6/08/2011,owned,read,,,,1,
2728527,385340990,5,,26/07/2011,owned,read,,,,1,
14975,425213978,4,,28/07/2011,owned,read,,,,1,
58027,3442723434,4,,28/07/2011,owned,read,,,,1,
83144,6513220,4,,28/07/2011,library,read,,,,1,
6316684,399155937,3,1/06/2011,24/06/2011,library,read,,,,1,
7894342,802119565,4,1/03/2011,24/06/2011,library,read,,,,1,
1219912,297851969,4,1/03/2011,24/06/2011,library,read,,,,1,
6892870,030726999X,5,1/03/2011,24/06/2011,"owned, kindle",read,,,,1,
5060378,307269981,5,1/03/2011,24/06/2011,owned,read,,,,1,
2429135,,5,,24/06/2011,owned,read,,,,1,
4801802,1921351780,4,,26/07/2011,library,read,,,,1,
347698,1841959146,4,,26/07/2011,borrowed,read,,,,1,
305855,553384791,4,,26/07/2011,library,read,,,,1,
7264206,61160881,4,1/02/2011,24/06/2011,owned,read,,,,1,
31171,192838059,4,,26/07/2011,owned,read,,,,1,
2050364,075534085X,3,,26/07/2011,library,read,,,,1,
6661223,1847441084,3,,26/07/2011,library,read,,,,1,
320199,140271295,2,,26/07/2011,library,read,,,,1,
2234942,312378955,1,,26/07/2011,library,read,,,,1,
616764,886778166,4,,26/07/2011,owned,read,,,,1,
202087,886778158,4,,26/07/2011,owned,read,,,,1,
181494,756400147,4,,26/07/2011,owned,read,,,,1,
210201,756402689,4,,26/07/2011,owned,read,,,,1,
21059,756404061,4,,26/07/2011,owned,read,,,,1,
10046247,1439196117,4,1/01/2011,24/06/2011,library,read,,,,1,
6451025,571238254,3,,26/07/2011,library,read,,,,1,
985883,671047485,2,,26/07/2011,library,read,,,,1,
3616903,733800319,4,1/01/2011,24/06/2011,library,read,,,,1,
2761626,316166294,4,1/02/2011,24/06/2011,kindle,read,,,,1,
4078927,038566530X,5,1/03/2011,24/06/2011,borrowed,read,,,,1,
49596,1600963943,4,1/02/2011,24/06/2011,library,read,,,,1,
16343,646418432,4,1/02/2011,24/06/2011,kindle,read,,,,1,
426543,425213862,2,,26/07/2011,library,read,,,,1,
4494917,593057058,4,1/05/2011,24/06/2011,library,read,,,,1,
108942,385340559,4,5/07/2011,5/07/2011,library,read,,,,1,
6289665,1439139326,4,,26/07/2011,library,read,,,,1,
3678952,1416533168,4,,26/07/2011,library,read,,,,1,
2050,394758277,4,1/03/2011,24/06/2011,owned,read,,,,1,
28248,60815701,2,28/06/2011,24/06/2011,library,read,,,,1,
3342764,316037885,3,1/04/2011,24/06/2011,library,read,,,,1,
28251,1841493155,3,1/05/2011,24/06/2011,library,read,,,,1,
28250,1841493147,3,1/05/2011,24/06/2011,library,read,,,,1,
6608663,756406226,5,,26/07/2011,library,read,,,,1,
2392459,60899077,0,,26/07/2011,library,read,,,,1,
6600953,1439150338,4,27/07/2011,26/07/2011,library,read,,,,1,
39507,752834525,4,20/07/2011,20/07/2011,kindle,read,,,,1,
8295791,61782424,2,30/06/2011,29/06/2011,library,read,,,,1,
28249,1841493139,3,1/05/2011,24/06/2011,library,read,,,,1,
716511,752877186,4,,10/07/2010,"library, owned",read,,,,1,
4747255,1409102017,3,,10/07/2010,library,read,,,,1,
89788,452285453,3,,30/06/2010,library,read,,,,1,
7599746,034089914X,4,30/06/2010,14/06/2010,library,read,,,,1,
7148924,1594315620,4,,14/06/2010,"owned, kindle",read,,,,1,
5094,451210859,4,,13/06/2010,owned,read,,,,1,
518445,553213814,4,,14/06/2010,"kindle, owned",read,,,,1,
95694,553213784,4,,14/06/2010,"kindle, owned",read,,,,1,
773507,553264931,4,,14/06/2010,kindle,read,,,,1,
773514,553262149,4,,14/06/2010,kindle,read,,,,1,
3562,055323370X,4,,14/06/2010,kindle,read,,,,1,
65838,786112301,4,,14/06/2010,"kindle, owned",read,,,,1,
76758,380715732,3,14/06/2010,13/06/2010,kindle,read,,,,1,
402045,345350499,5,,13/06/2010,owned,read,,,,1,
11127,66238501,4,,13/06/2010,,read,,,,1,
18512,,5,,13/06/2010,owned,read,,,,1,
15241,618346260,5,,13/06/2010,owned,read,,,,1,
11602,340818670,4,,13/06/2010,owned,read,,,,1,
10589,067102423X,4,,13/06/2010,owned,read,,,,1,
5093,1416521496,4,,13/06/2010,owned,read,,,,1,
4978,141651693X,4,,13/06/2010,owned,read,,,,1,
5096,340829788,4,,13/06/2010,owned,read,,,,1,
34084,670032565,4,,13/06/2010,owned,read,,,,1,
43615,,4,,13/06/2010,owned,read,,,,1,
10915,743418719,4,,13/06/2010,owned,read,,,,1,
10909,074349671X,4,,13/06/2010,library,read,,,,1,
10916,61150142,4,,13/06/2010,library,read,,,,1,
10917,743454537,4,,13/06/2010,library,read,,,,1,
865,61122416,3,,13/06/2010,library,read,,,,1,
15881,439064864,4,,13/06/2010,owned,read,,,,1,
2,439358078,4,,13/06/2010,owned,read,,,,1,
6,,4,,13/06/2010,owned,read,,,,1,
5,043965548X,4,,13/06/2010,owned,read,,,,1,
136251,545010225,4,,13/06/2010,owned,read,,,,1,
137791,006075995X,4,,13/06/2010,owned,read,,,,1,
29579,553803719,4,,13/06/2010,library,read,,,,1,
5129,60929871,3,,13/06/2010,library,read,,,,1,
5470,,3,,13/06/2010,library,read,,,,1,
18405,446675539,4,,13/06/2010,owned,read,,,,1,
14935,,4,,13/06/2010,"kindle, owned",read,,,,1,
10210,142437204,4,,13/06/2010,"kindle, owned",read,,,,1,
1885,,4,,13/06/2010,"kindle, owned",read,,,,1,
41865,316015849,1,,13/06/2010,borrowed,read,,,,1,
113436,375826696,2,,13/06/2010,library,read,,,,1,
34,618346252,5,,13/06/2010,owned,read,,,,1,
5907,618260307,5,,13/06/2010,owned,read,,,,1,
3,439554934,4,,13/06/2010,owned,read,,,,1,
19691,425172902,3,,13/06/2010,library,read,,,,1,
32542,,3,,13/06/2010,owned,read,,,,1,
968,307277674,2,,13/06/2010,library,read,,,,1,
7763,143038095,4,,13/06/2010,borrowed,read,,,,1,
930,739326228,4,,13/06/2010,borrowed,read,,,,1,
1934,451529308,4,,13/06/2010,"kindle, owned",read,,,,1,
2956,142437174,4,,13/06/2010,kindle,read,,,,1,
18135,743477111,4,,13/06/2010,owned,read,,,,1,
890,142000671,4,,13/06/2010,library,read,,,,1,
7613,452284244,4,,13/06/2010,owned,read,,,,1,
5107,316769177,4,,13/06/2010,library,read,,,,1,
2657,,5,,13/06/2010,owned,read,,,,1,
